timestamp_utc,event,split,step,epoch,metric,value,details
2026-05-02T20:15:52Z,train_log,train,60,0.3078896728672226,loss,7.136590576171875,{}
2026-05-02T20:15:52Z,train_log,train,60,0.3078896728672226,grad_norm,25.27495574951172,{}
2026-05-02T20:15:52Z,train_log,train,60,0.3078896728672226,learning_rate,0.00019743077077671468,{}
2026-05-02T20:16:07Z,train_log,train,70,0.359204618345093,loss,5.686626052856445,{}
2026-05-02T20:16:07Z,train_log,train,70,0.359204618345093,grad_norm,17.322532653808594,{}
2026-05-02T20:16:07Z,train_log,train,70,0.359204618345093,learning_rate,0.00019603400468235998,{}
2026-05-02T20:16:23Z,train_log,train,80,0.41051956382296345,loss,6.1121868133544925,{}
2026-05-02T20:16:23Z,train_log,train,80,0.41051956382296345,grad_norm,19.52927589416504,{}
2026-05-02T20:16:23Z,train_log,train,80,0.41051956382296345,learning_rate,0.0001943424928332873,{}
2026-05-02T20:16:38Z,train_log,train,90,0.46183450930083386,loss,5.935257339477539,{}
2026-05-02T20:16:38Z,train_log,train,90,0.46183450930083386,grad_norm,42.34346389770508,{}
2026-05-02T20:16:38Z,train_log,train,90,0.46183450930083386,learning_rate,0.0001923614267857398,{}
2026-05-02T20:16:54Z,train_log,train,100,0.5131494547787043,loss,6.310585403442383,{}
2026-05-02T20:16:54Z,train_log,train,100,0.5131494547787043,grad_norm,26.240982055664062,{}
2026-05-02T20:16:54Z,train_log,train,100,0.5131494547787043,learning_rate,0.0001900968867902419,{}
2026-05-02T20:17:10Z,train_log,train,110,0.5644644002565747,loss,5.937047958374023,{}
2026-05-02T20:17:10Z,train_log,train,110,0.5644644002565747,grad_norm,17.786935806274414,{}
2026-05-02T20:17:10Z,train_log,train,110,0.5644644002565747,learning_rate,0.0001875558231302091,{}
2026-05-02T20:17:25Z,train_log,train,120,0.6157793457344451,loss,5.311425018310547,{}
2026-05-02T20:17:25Z,train_log,train,120,0.6157793457344451,grad_norm,18.940153121948242,{}
2026-05-02T20:17:25Z,train_log,train,120,0.6157793457344451,learning_rate,0.00018474603479026912,{}
2026-05-02T20:17:41Z,train_log,train,130,0.6670942912123156,loss,5.646461105346679,{}
2026-05-02T20:17:41Z,train_log,train,130,0.6670942912123156,grad_norm,30.716657638549805,{}
2026-05-02T20:17:41Z,train_log,train,130,0.6670942912123156,learning_rate,0.00018167614551976567,{}
2026-05-02T20:17:56Z,train_log,train,140,0.718409236690186,loss,4.586843872070313,{}
2026-05-02T20:17:56Z,train_log,train,140,0.718409236690186,grad_norm,20.741870880126953,{}
2026-05-02T20:17:56Z,train_log,train,140,0.718409236690186,learning_rate,0.0001783555773649097,{}
2026-05-02T20:18:11Z,train_log,train,150,0.7697241821680565,loss,4.877942657470703,{}
2026-05-02T20:18:11Z,train_log,train,150,0.7697241821680565,grad_norm,20.967178344726562,{}
2026-05-02T20:18:11Z,train_log,train,150,0.7697241821680565,learning_rate,0.0001747945217508129,{}
2026-05-02T20:18:27Z,train_log,train,160,0.8210391276459269,loss,5.870027160644531,{}
2026-05-02T20:18:27Z,train_log,train,160,0.8210391276459269,grad_norm,35.875274658203125,{}
2026-05-02T20:18:27Z,train_log,train,160,0.8210391276459269,learning_rate,0.00017100390820215804,{}
2026-05-02T20:18:42Z,train_log,train,170,0.8723540731237973,loss,5.1589092254638675,{}
2026-05-02T20:18:42Z,train_log,train,170,0.8723540731237973,grad_norm,12.437851905822754,{}
2026-05-02T20:18:42Z,train_log,train,170,0.8723540731237973,learning_rate,0.00016699537079850838,{}
2026-05-02T20:18:59Z,train_log,train,180,0.9236690186016677,loss,5.6165111541748045,{}
2026-05-02T20:18:59Z,train_log,train,180,0.9236690186016677,grad_norm,23.07270622253418,{}
2026-05-02T20:18:59Z,train_log,train,180,0.9236690186016677,learning_rate,0.00016278121246720987,{}
2026-05-02T20:19:15Z,train_log,train,190,0.9749839640795381,loss,4.312316513061523,{}
2026-05-02T20:19:15Z,train_log,train,190,0.9749839640795381,grad_norm,15.753559112548828,{}
2026-05-02T20:19:15Z,train_log,train,190,0.9749839640795381,learning_rate,0.000158374367223479,{}
2026-05-02T20:19:32Z,train_log,train,200,1.0256574727389351,loss,4.4893646240234375,{}
2026-05-02T20:19:32Z,train_log,train,200,1.0256574727389351,grad_norm,17.61293601989746,{}
2026-05-02T20:19:32Z,train_log,train,200,1.0256574727389351,learning_rate,0.00015378836047356725,{}
2026-05-02T20:19:48Z,train_log,train,210,1.0769724182168057,loss,3.919547271728516,{}
2026-05-02T20:19:48Z,train_log,train,210,1.0769724182168057,grad_norm,11.026999473571777,{}
2026-05-02T20:19:48Z,train_log,train,210,1.0769724182168057,learning_rate,0.00014903726750283968,{}
2026-05-02T20:20:03Z,train_log,train,220,1.128287363694676,loss,3.552219772338867,{}
2026-05-02T20:20:03Z,train_log,train,220,1.128287363694676,grad_norm,10.919395446777344,{}
2026-05-02T20:20:03Z,train_log,train,220,1.128287363694676,learning_rate,0.0001441356702761744,{}
2026-05-02T20:20:18Z,train_log,train,230,1.1796023091725465,loss,5.364173889160156,{}
2026-05-02T20:20:18Z,train_log,train,230,1.1796023091725465,grad_norm,43.99477767944336,{}
2026-05-02T20:20:18Z,train_log,train,230,1.1796023091725465,learning_rate,0.00013909861268327154,{}
2026-05-02T20:20:35Z,train_log,train,240,1.230917254650417,loss,3.7873077392578125,{}
2026-05-02T20:20:35Z,train_log,train,240,1.230917254650417,grad_norm,17.013715744018555,{}
2026-05-02T20:20:35Z,train_log,train,240,1.230917254650417,learning_rate,0.00013394155436623065,{}
2026-05-02T20:20:50Z,train_log,train,250,1.2822322001282873,loss,4.067764663696289,{}
2026-05-02T20:20:50Z,train_log,train,250,1.2822322001282873,grad_norm,18.715930938720703,{}
2026-05-02T20:20:50Z,train_log,train,250,1.2822322001282873,learning_rate,0.00012868032327110904,{}
2026-05-02T20:21:06Z,train_log,train,260,1.3335471456061578,loss,3.8461578369140623,{}
2026-05-02T20:21:06Z,train_log,train,260,1.3335471456061578,grad_norm,15.640854835510254,{}
2026-05-02T20:21:06Z,train_log,train,260,1.3335471456061578,learning_rate,0.00012333106706908847,{}
2026-05-02T20:21:22Z,train_log,train,270,1.3848620910840284,loss,4.809136581420899,{}
2026-05-02T20:21:22Z,train_log,train,270,1.3848620910840284,grad_norm,13.51602554321289,{}
2026-05-02T20:21:22Z,train_log,train,270,1.3848620910840284,learning_rate,0.00011791020359634752,{}
2026-05-02T20:21:38Z,train_log,train,280,1.4361770365618987,loss,3.4003570556640623,{}
2026-05-02T20:21:38Z,train_log,train,280,1.4361770365618987,grad_norm,27.342058181762695,{}
2026-05-02T20:21:38Z,train_log,train,280,1.4361770365618987,learning_rate,0.00011243437046474853,{}
2026-05-02T20:21:54Z,train_log,train,290,1.487491982039769,loss,3.592544174194336,{}
2026-05-02T20:21:54Z,train_log,train,290,1.487491982039769,grad_norm,21.914854049682617,{}
2026-05-02T20:21:54Z,train_log,train,290,1.487491982039769,learning_rate,0.00010692037399799344,{}
2026-05-02T20:22:09Z,train_log,train,300,1.5388069275176395,loss,4.485161209106446,{}
2026-05-02T20:22:09Z,train_log,train,300,1.5388069275176395,grad_norm,13.948820114135742,{}
2026-05-02T20:22:09Z,train_log,train,300,1.5388069275176395,learning_rate,0.0001013851376499722,{}
2026-05-02T20:22:25Z,train_log,train,310,1.59012187299551,loss,3.7011077880859373,{}
2026-05-02T20:22:25Z,train_log,train,310,1.59012187299551,grad_norm,16.67493438720703,{}
2026-05-02T20:22:25Z,train_log,train,310,1.59012187299551,learning_rate,9.584565006361734e-05,{}
2026-05-02T20:22:40Z,train_log,train,320,1.6414368184733803,loss,4.181144332885742,{}
2026-05-02T20:22:40Z,train_log,train,320,1.6414368184733803,grad_norm,26.582557678222656,{}
2026-05-02T20:22:40Z,train_log,train,320,1.6414368184733803,learning_rate,9.03189129296821e-05,{}
2026-05-02T20:22:56Z,train_log,train,330,1.6927517639512508,loss,3.96837158203125,{}
2026-05-02T20:22:56Z,train_log,train,330,1.6927517639512508,grad_norm,11.00083065032959,{}
2026-05-02T20:22:56Z,train_log,train,330,1.6927517639512508,learning_rate,8.482188880547156e-05,{}
2026-05-02T20:23:12Z,train_log,train,340,1.7440667094291213,loss,3.6773983001708985,{}
2026-05-02T20:23:12Z,train_log,train,340,1.7440667094291213,grad_norm,77.6949462890625,{}
2026-05-02T20:23:12Z,train_log,train,340,1.7440667094291213,learning_rate,7.937144905368226e-05,{}
2026-05-02T20:23:27Z,train_log,train,350,1.7953816549069916,loss,3.2719932556152345,{}
2026-05-02T20:23:27Z,train_log,train,350,1.7953816549069916,grad_norm,28.780269622802734,{}
2026-05-02T20:23:27Z,train_log,train,350,1.7953816549069916,learning_rate,7.398432206113406e-05,{}
2026-05-02T20:23:42Z,train_log,train,360,1.846696600384862,loss,4.301834487915039,{}
2026-05-02T20:23:42Z,train_log,train,360,1.846696600384862,grad_norm,21.349275588989258,{}
2026-05-02T20:23:42Z,train_log,train,360,1.846696600384862,learning_rate,6.8677041896321e-05,{}
2026-05-02T20:23:58Z,train_log,train,370,1.8980115458627327,loss,3.9295257568359374,{}
2026-05-02T20:23:58Z,train_log,train,370,1.8980115458627327,grad_norm,25.84340476989746,{}
2026-05-02T20:23:58Z,train_log,train,370,1.8980115458627327,learning_rate,6.34658975633605e-05,{}
2026-05-02T20:24:13Z,train_log,train,380,1.949326491340603,loss,3.511911392211914,{}
2026-05-02T20:24:13Z,train_log,train,380,1.949326491340603,grad_norm,14.403335571289062,{}
2026-05-02T20:24:13Z,train_log,train,380,1.949326491340603,learning_rate,5.836688300808914e-05,{}
2026-05-02T20:24:29Z,train_log,train,390,2.0,loss,2.9174673080444338,{}
2026-05-02T20:24:29Z,train_log,train,390,2.0,grad_norm,12.102801322937012,{}
2026-05-02T20:24:29Z,train_log,train,390,2.0,learning_rate,5.339564802974615e-05,{}
2026-05-02T20:24:46Z,train_log,train,400,2.0513149454778703,loss,2.813929557800293,{}
2026-05-02T20:24:46Z,train_log,train,400,2.0513149454778703,grad_norm,18.3414363861084,{}
2026-05-02T20:24:46Z,train_log,train,400,2.0513149454778703,learning_rate,4.856745024890466e-05,{}
2026-05-02T20:25:02Z,train_log,train,410,2.102629890955741,loss,2.754482650756836,{}
2026-05-02T20:25:02Z,train_log,train,410,2.102629890955741,grad_norm,30.411273956298828,{}
2026-05-02T20:25:02Z,train_log,train,410,2.102629890955741,learning_rate,4.389710827907094e-05,{}
2026-05-02T20:25:18Z,train_log,train,420,2.1539448364336113,loss,2.151689338684082,{}
2026-05-02T20:25:18Z,train_log,train,420,2.1539448364336113,grad_norm,19.051469802856445,{}
2026-05-02T20:25:18Z,train_log,train,420,2.1539448364336113,learning_rate,3.939895624567529e-05,{}
2026-05-02T20:25:33Z,train_log,train,430,2.2052597819114816,loss,2.7988759994506838,{}
2026-05-02T20:25:33Z,train_log,train,430,2.2052597819114816,grad_norm,7.309444904327393,{}
2026-05-02T20:25:33Z,train_log,train,430,2.2052597819114816,learning_rate,3.508679979204481e-05,{}
2026-05-02T20:25:49Z,train_log,train,440,2.256574727389352,loss,3.2363918304443358,{}
2026-05-02T20:25:49Z,train_log,train,440,2.256574727389352,grad_norm,20.362308502197266,{}
2026-05-02T20:25:49Z,train_log,train,440,2.256574727389352,learning_rate,3.097387370738352e-05,{}
2026-05-02T20:26:04Z,train_log,train,450,2.3078896728672227,loss,3.202184295654297,{}
2026-05-02T20:26:04Z,train_log,train,450,2.3078896728672227,grad_norm,7.684128761291504,{}
2026-05-02T20:26:04Z,train_log,train,450,2.3078896728672227,learning_rate,2.7072801306807072e-05,{}
2026-05-02T20:26:20Z,train_log,train,460,2.359204618345093,loss,3.7220252990722655,{}
2026-05-02T20:26:20Z,train_log,train,460,2.359204618345093,grad_norm,18.44780731201172,{}
2026-05-02T20:26:20Z,train_log,train,460,2.359204618345093,learning_rate,2.339555568810221e-05,{}
2026-05-02T20:26:35Z,train_log,train,470,2.4105195638229633,loss,2.7412195205688477,{}
2026-05-02T20:26:35Z,train_log,train,470,2.4105195638229633,grad_norm,19.05881118774414,{}
2026-05-02T20:26:35Z,train_log,train,470,2.4105195638229633,learning_rate,1.9953422984121094e-05,{}
2026-05-02T20:26:50Z,train_log,train,480,2.461834509300834,loss,2.559319496154785,{}
2026-05-02T20:26:50Z,train_log,train,480,2.461834509300834,grad_norm,23.928661346435547,{}
2026-05-02T20:26:50Z,train_log,train,480,2.461834509300834,learning_rate,1.6756967723595295e-05,{}
2026-05-02T20:27:06Z,train_log,train,490,2.5131494547787043,loss,2.694036102294922,{}
2026-05-02T20:27:06Z,train_log,train,490,2.5131494547787043,grad_norm,12.125663757324219,{}
2026-05-02T20:27:06Z,train_log,train,490,2.5131494547787043,learning_rate,1.3816000406683604e-05,{}
2026-05-02T20:27:22Z,train_log,train,500,2.5644644002565746,loss,2.645902633666992,{}
2026-05-02T20:27:22Z,train_log,train,500,2.5644644002565746,grad_norm,35.997718811035156,{}
2026-05-02T20:27:22Z,train_log,train,500,2.5644644002565746,learning_rate,1.1139547394770123e-05,{}
2026-05-02T20:27:38Z,train_log,train,510,2.6157793457344454,loss,3.0969270706176757,{}
2026-05-02T20:27:38Z,train_log,train,510,2.6157793457344454,grad_norm,11.337552070617676,{}
2026-05-02T20:27:38Z,train_log,train,510,2.6157793457344454,learning_rate,8.735823206926219e-06,{}
2026-05-02T20:27:54Z,train_log,train,520,2.6670942912123157,loss,2.972240447998047,{}
2026-05-02T20:27:54Z,train_log,train,520,2.6670942912123157,grad_norm,48.16371154785156,{}
2026-05-02T20:27:54Z,train_log,train,520,2.6670942912123157,learning_rate,6.612205308063646e-06,{}
2026-05-02T20:28:09Z,train_log,train,530,2.718409236690186,loss,2.967301940917969,{}
2026-05-02T20:28:09Z,train_log,train,530,2.718409236690186,grad_norm,20.28115463256836,{}
2026-05-02T20:28:09Z,train_log,train,530,2.718409236690186,learning_rate,4.775211466158469e-06,{}
2026-05-02T20:28:25Z,train_log,train,540,2.7697241821680567,loss,2.1229225158691407,{}
2026-05-02T20:28:25Z,train_log,train,540,2.7697241821680567,grad_norm,20.463768005371094,{}
2026-05-02T20:28:25Z,train_log,train,540,2.7697241821680567,learning_rate,3.2304797480406377e-06,{}
2026-05-02T20:28:41Z,train_log,train,550,2.821039127645927,loss,2.3535064697265624,{}
2026-05-02T20:28:41Z,train_log,train,550,2.821039127645927,grad_norm,21.632869720458984,{}
2026-05-02T20:28:41Z,train_log,train,550,2.821039127645927,learning_rate,1.9827512151456173e-06,{}
2026-05-02T20:28:56Z,train_log,train,560,2.8723540731237973,loss,2.933378791809082,{}
2026-05-02T20:28:56Z,train_log,train,560,2.8723540731237973,grad_norm,3.9437508583068848,{}
2026-05-02T20:28:56Z,train_log,train,560,2.8723540731237973,learning_rate,1.0358553723381347e-06,{}
2026-05-02T20:29:12Z,train_log,train,570,2.9236690186016676,loss,2.9431053161621095,{}
2026-05-02T20:29:12Z,train_log,train,570,2.9236690186016676,grad_norm,31.376832962036133,{}
2026-05-02T20:29:12Z,train_log,train,570,2.9236690186016676,learning_rate,3.9269841446816224e-07,{}
2026-05-02T20:29:28Z,train_log,train,580,2.974983964079538,loss,2.501547622680664,{}
2026-05-02T20:29:28Z,train_log,train,580,2.974983964079538,grad_norm,38.024070739746094,{}
2026-05-02T20:29:28Z,train_log,train,580,2.974983964079538,learning_rate,5.5254306732444025e-08,{}
2026-05-02T20:29:35Z,train_log,train,585,3.0,train_runtime,921.5211,{}
2026-05-02T20:29:35Z,train_log,train,585,3.0,train_samples_per_second,10.151,{}
2026-05-02T20:29:35Z,train_log,train,585,3.0,train_steps_per_second,0.635,{}
2026-05-02T20:29:35Z,train_log,train,585,3.0,total_flos,5.62370112885289e+16,{}
2026-05-02T20:29:35Z,train_log,train,585,3.0,train_loss,4.390651311629858,{}
2026-05-02T20:29:35Z,train_summary,train,585,3.0,train_runtime,921.5211,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,train_summary,train,585,3.0,train_samples_per_second,10.151,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,train_summary,train,585,3.0,train_steps_per_second,0.635,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,train_summary,train,585,3.0,total_flos,5.62370112885289e+16,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,train_summary,train,585,3.0,train_loss,4.390651311629858,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,train_summary,train,585,3.0,epoch,3.0,"{""train_samples"": 3118}"
2026-05-02T20:29:35Z,cuda_memory,train,585,3.0,peak_cuda_gb,26.456336498260498,{}
2026-05-02T20:34:32Z,checkpoint_validation,strict_split_balanced_val,,,accuracy,0.6900866217516843,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-390""}"
2026-05-02T20:34:32Z,checkpoint_validation,strict_split_balanced_val,,,correct,717,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-390""}"
2026-05-02T20:34:32Z,checkpoint_validation,strict_split_balanced_val,,,total,1039,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-390""}"
2026-05-02T20:39:30Z,checkpoint_validation,strict_split_balanced_val,,,accuracy,0.714148219441771,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-585""}"
2026-05-02T20:39:30Z,checkpoint_validation,strict_split_balanced_val,,,correct,742,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-585""}"
2026-05-02T20:39:30Z,checkpoint_validation,strict_split_balanced_val,,,total,1039,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-585""}"
2026-05-02T20:44:24Z,checkpoint_validation,strict_split_balanced_val,,,accuracy,0.714148219441771,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter""}"
2026-05-02T20:44:24Z,checkpoint_validation,strict_split_balanced_val,,,correct,742,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter""}"
2026-05-02T20:44:24Z,checkpoint_validation,strict_split_balanced_val,,,total,1039,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter""}"
2026-05-02T20:44:24Z,best_checkpoint,strict_split_balanced_val,,,accuracy,0.714148219441771,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/checkpoint-585""}"
2026-05-02T20:49:20Z,validation,strict_split_balanced_val,,,accuracy,0.714148219441771,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/strict_split_balanced_val_predictions.csv""}"
2026-05-02T20:49:20Z,validation,strict_split_balanced_val,,,correct,742,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/strict_split_balanced_val_predictions.csv""}"
2026-05-02T20:49:20Z,validation,strict_split_balanced_val,,,total,1039,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/strict_split_balanced_val_predictions.csv""}"
2026-05-02T20:54:13Z,validation,val,,,accuracy,0.7919847328244275,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/val_predictions.csv""}"
2026-05-02T20:54:13Z,validation,val,,,correct,830,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/val_predictions.csv""}"
2026-05-02T20:54:13Z,validation,val,,,total,1048,"{""checkpoint"": ""outputs/r8_choice_split1024_s42_b2/final_adapter"", ""predictions_path"": ""submission+artifacts/runs/r8_choice_split1024_s42_b2/eval/val_predictions.csv""}"
